Session Day of Week,Session Date,Custom Player Id,Player Name,Player Last Name,Player Position,Drill Title,Distance Total,High Speed Running (Absolute),High Speed Running (Relative),Distance Zone 6 (Absolute),HSR Per Minute (Absolute),Sprint Distance,Sprints,Fatigue Index,HML Distance,HML Distance Per Minute,HML Efforts,Distance Z5ToZ6,Accelerations,Max Acceleration,Accelerations Z4 to Z6,Decelerations,Distance Per Min,Max Speed,Dynamic Stress Load,Step Balance,Deceleration Z4 to Z6,Metabolic Distance Zone 6,HSR Per Minute (Relative),Session Type,Session Week Number,Total Time,Accelerations Z3 to Z6,Distance Zone 6 (Relative),Distance Z5ToZ6Ab,Time In Red Zone,Total Loading
Sunday,01/09/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,PRIMERA PARTE,6148.64,607.17,607.17,142.17,12.27,231.28,11,1.23,1264.68,25.4,114,607.17,22,5.73,22,41,124.29,32.33,389.06,0.02,41,1313.04,12.27,MatchDay,35,0:49:47,146,142.17,607.17,0:00:00,93.96
Sunday,01/09/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,PRIMERA PARTE,5300.54,289.03,289.03,11.5,5.86,18.69,2,0.84,970.11,19.48,110,289.03,34,5.07,34,50,107.4,26.71,221.02,0.05,50,996.53,5.86,MatchDay,35,0:49:47,169,11.5,289.03,0:00:00,77.01
Sunday,01/09/2024,20,García Dario,Dario,CENTROCAMPISTA,PRIMERA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,35,0:49:47,0,0,0,0:00:00,0
Sunday,01/09/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,PRIMERA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,35,0:49:47,0,0,0,0:00:00,0
Sunday,01/09/2024,12, Gallar,Gallar,LATERAL DERECHO,PRIMERA PARTE,4503.43,245.18,175.24,66.88,4.92,81.62,6,1.07,664.35,13.34,71,175.24,23,5.18,23,20,90.45,33.34,236.13,-0.06,20,684.33,3.52,MatchDay,35,0:49:47,102,8.58,245.18,0:00:00,65.23
Sunday,01/09/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,PRIMERA PARTE,4571.13,288.75,252.4,41.68,5.82,59.26,4,0.55,720.28,14.47,72,252.4,33,4.93,33,34,92.1,33.3,122.25,-0.06,34,745.83,5.09,MatchDay,35,0:49:47,119,15.8,288.75,0:00:00,58.65
Sunday,01/09/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,PRIMERA PARTE,5270.32,476.25,476.25,132.59,9.68,187.68,9,0.89,1031.35,20.72,96,476.25,36,5.22,36,44,107.14,31.43,237.24,0,44,1065.54,9.68,MatchDay,35,0:49:47,152,132.59,476.25,0:00:00,72.99
Sunday,01/09/2024,,ALEX KREHL,KREHL,DELANTERO,PRIMERA PARTE,5779.4,402.98,402.98,67.66,8.12,86.47,5,0.92,1195.23,24.01,137,402.98,50,5.3,50,53,116.41,31,270.67,0.04,53,1237.03,8.12,MatchDay,35,0:49:47,180,67.66,402.98,0:00:00,87.2
Sunday,01/09/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,PRIMERA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,35,0:49:47,0,0,0,0:00:00,0
Sunday,01/09/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,PRIMERA PARTE,5777.87,294.56,294.56,20.94,5.97,60.09,4,0.98,1184.36,23.79,128,294.56,33,4.62,33,42,117.11,27.68,283.93,-0.03,42,1223.4,5.97,MatchDay,35,0:49:47,166,20.94,294.56,0:00:00,84.62
Sunday,01/09/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,PRIMERA PARTE,5605.94,333.5,333.5,7.9,6.75,15.57,2,1.52,1061.37,21.32,115,333.5,31,6.02,31,44,113.4,27.29,426.47,-0.01,44,1096.62,6.75,MatchDay,35,0:49:47,137,7.9,333.5,0:00:00,92.22
Sunday,01/09/2024,,ROJO ,,CENTROCAMPISTA,PRIMERA PARTE,5984.81,275.43,275.43,25.84,5.53,51.4,5,0.85,1113.17,22.36,131,275.43,38,4.99,38,42,120.21,29.34,257.75,-0.01,42,1156.73,5.53,MatchDay,35,0:49:47,163,25.84,275.43,0:00:00,87.62
Sunday,01/09/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,PRIMERA PARTE,5473.09,279.25,279.25,35.34,5.61,88.61,5,0.81,866.72,17.41,96,279.25,25,5.93,25,22,109.93,28.87,220.44,-0.05,22,910.3,5.61,MatchDay,35,0:49:47,132,35.34,279.25,0:00:00,73.99
Sunday,01/09/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,PRIMERA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,35,0:49:47,0,0,0,0:00:00,0
Sunday,01/09/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,SEGUNDA PARTE,3550.6,365.26,365.26,129.68,6.72,173.7,5,1.32,715.7,13.17,56,365.26,11,4.85,11,24,65.31,31.46,238.43,0,24,733.29,6.72,MatchDay,35,0:54:21,70,129.68,365.26,0:00:00,56.36
Sunday,01/09/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,SEGUNDA PARTE,5182.98,191.71,191.71,31.29,3.53,33.32,1,0.64,774.02,14.24,97,191.71,26,5.09,26,37,95.34,30.56,161.73,0.05,37,808.98,3.53,MatchDay,35,0:54:21,119,31.29,191.71,0:00:00,68.54
Sunday,01/09/2024,20,García Dario,Dario,CENTROCAMPISTA,SEGUNDA PARTE,2485.89,233.45,155.34,46.28,9.41,67.74,3,1.29,522.87,9.62,51,155.34,17,5.37,17,19,100.2,28.84,161.66,-0.02,19,539.66,6.26,MatchDay,35,0:54:21,74,0,233.45,0:00:00,38.1
Sunday,01/09/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,SEGUNDA PARTE,3302.33,143.97,143.97,1.44,4.12,0,0,1,563.32,10.36,56,143.97,13,4.41,13,24,94.49,25.85,162.22,-0.03,24,581.78,4.12,MatchDay,35,0:54:21,69,1.44,143.97,0:00:00,47.14
Sunday,01/09/2024,12, Gallar,Gallar,LATERAL DERECHO,SEGUNDA PARTE,4263.49,131.59,71.52,38.45,2.42,43.19,2,0.96,551.33,10.14,61,71.52,15,4.83,15,20,78.43,31.68,194.99,-0.06,20,569.18,1.32,MatchDay,35,0:54:21,110,7.67,131.59,0:00:00,58.58
Sunday,01/09/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,SEGUNDA PARTE,4457.87,246.58,208.52,95.93,4.54,94.37,2,0.52,632.04,11.63,66,208.52,27,4.96,27,32,82,33.55,111.52,-0.02,32,652.58,3.84,MatchDay,35,0:54:21,89,44.08,246.58,0:00:00,52.99
Sunday,01/09/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,SEGUNDA PARTE,5162.15,271.86,271.86,10.02,5,12.88,1,0.69,871.58,16.03,99,271.86,29,4.83,29,24,94.96,27.32,174.22,0.02,24,895.14,5,MatchDay,35,0:54:21,157,10.02,271.86,0:00:00,68.74
Sunday,01/09/2024,,ALEX KREHL,KREHL,DELANTERO,SEGUNDA PARTE,2223.34,150.81,150.81,16.61,4.39,16.14,1,0.92,461.25,8.48,51,150.81,17,4.44,17,19,64.79,29.92,103.03,0.04,19,473.26,4.39,MatchDay,35,0:54:21,85,16.61,150.81,0:00:00,35.59
Sunday,01/09/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,SEGUNDA PARTE,3655,400.13,334.26,92.7,11.36,79.99,3,1.09,807.24,14.85,70,334.26,23,4.65,23,35,103.76,29.38,202.6,0.07,35,835.28,9.49,MatchDay,35,0:54:21,88,43.42,400.13,0:00:00,55.8
Sunday,01/09/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,SEGUNDA PARTE,3289.81,225.58,225.58,13.49,6.78,18,2,1.01,590.02,10.85,64,225.58,20,4.78,20,30,98.88,26.57,165.2,-0.05,30,625.92,6.78,MatchDay,35,0:54:21,81,13.49,225.58,0:00:00,48.05
Sunday,01/09/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,SEGUNDA PARTE,2411.37,140.39,140.39,0.7,3.79,0,0,1.3,484.48,8.91,46,140.39,9,5.05,9,11,65.15,25.24,157.4,-0.01,11,501.13,3.79,MatchDay,35,0:54:21,64,0.7,140.39,0:00:00,42.42
Sunday,01/09/2024,,ROJO ,,CENTROCAMPISTA,SEGUNDA PARTE,5555.49,134.19,134.19,1.42,2.47,0,0,0.66,867.1,15.95,113,134.19,17,4.48,17,35,102.19,25.63,180.28,-0.01,35,909.38,2.47,MatchDay,35,0:54:21,140,1.42,134.19,0:00:00,75.16
Sunday,01/09/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,SEGUNDA PARTE,5402.48,295.75,295.75,118.68,5.44,151.52,5,0.83,851.96,15.67,89,295.75,15,4.76,15,32,99.38,32.08,222.41,-0.03,32,888.97,5.44,MatchDay,35,0:54:21,126,118.68,295.75,0:00:00,71.85
Sunday,01/09/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,SEGUNDA PARTE,2603.91,276.89,276.89,59.78,10.73,112.13,5,1.36,605.08,11.13,55,276.89,17,4.88,17,15,100.93,30.49,180.55,-0.04,15,618.57,10.73,MatchDay,35,0:54:21,65,59.78,276.89,0:00:00,42.94
Sunday,08/09/2024,,DAVID AMIGO,AMIGO,DELANTERO,Entire Session,6800.9,512.5,343.35,135,4.16,85.5,6,0.64,1316.25,10.67,131,343.35,64,5.66,64,58,55.17,30.02,217.33,0,58,1346.72,2.79,MatchDay,36,2:03:24,193,59,512.5,0:00:00,94.7
Sunday,08/09/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,Entire Session,10350.45,471.51,471.51,36.72,3.7,70.36,4,1.01,1555.25,12.2,163,471.51,53,5.19,53,57,81.28,27.68,511.15,0,57,1624.15,3.7,MatchDay,36,2:07:28,222,36.72,471.51,0:00:00,156.01
Sunday,08/09/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,Entire Session,10069.93,636.41,636.41,156.05,4.98,229.31,10,0.65,1865.02,14.59,197,636.41,66,5.72,66,71,78.87,31.46,323.09,0.04,71,1930.37,4.98,MatchDay,36,2:07:48,260,156.05,636.41,0:00:00,137.4
Sunday,08/09/2024,20,García Dario,Dario,CENTROCAMPISTA,Entire Session,1596.85,99.44,57.84,2.12,6.34,0,0,1.08,306.24,19.38,36,57.84,17,6.67,17,15,101.84,25.49,84.86,0.05,15,313.08,3.69,MatchDay,36,0:15:48,46,0,99.44,0:00:00,23.94
Sunday,08/09/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,Entire Session,4511.92,228.82,228.82,33.33,3.96,58.64,4,0.96,695.35,12,73,228.82,29,4.61,29,35,78.05,28.69,207.93,-0.02,35,715.98,3.96,MatchDay,36,0:57:56,123,33.33,228.82,0:00:00,65.68
Sunday,08/09/2024,12, Gallar,Gallar,LATERAL DERECHO,Entire Session,8238.97,263.51,160.11,52.78,2.01,70.07,4,1.02,1118.19,8.53,125,160.11,37,4.89,37,44,62.9,32.36,398.4,-0.01,44,1153.57,1.22,MatchDay,36,2:11:07,216,9.29,263.51,0:00:00,120.33
Sunday,08/09/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,Entire Session,2880.99,263.49,263.49,40.91,8.06,74,3,0.39,654.15,19.94,63,263.49,34,5.73,34,35,88.16,28.69,55.68,-0.02,35,673.69,8.06,MatchDay,36,0:32:48,102,40.91,263.49,0:00:00,35.68
Sunday,08/09/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,Entire Session,8802.3,370.02,316.86,79.72,2.84,107.17,5,0.46,1166.47,8.94,137,316.86,51,5.38,51,58,67.5,33.16,194.31,-0.07,58,1207.24,2.43,MatchDay,36,2:10:31,229,15.74,370.02,0:00:00,109.95
Sunday,08/09/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,Entire Session,7322.54,395.89,395.89,47.67,3.18,85.23,4,0.83,1224.73,9.83,127,395.89,50,5.46,50,58,58.85,28.44,296.79,0.04,58,1263.94,3.18,MatchDay,36,2:04:33,229,47.67,395.89,0:00:00,107.53
Sunday,08/09/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,Entire Session,3785.35,401.68,329.56,117.54,9.79,105.48,3,1.08,909.5,22.1,88,329.56,35,5.12,35,32,92.27,32.8,209.66,0.05,32,924.73,8.03,MatchDay,36,0:41:09,114,95.37,401.68,0:00:00,61.93
Sunday,08/09/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,Entire Session,6872.76,232.64,232.64,1.4,1.99,0,0,0.76,1188.77,10.15,135,232.64,49,4.71,49,49,58.75,25.34,254.98,-0.02,49,1233.78,1.99,MatchDay,36,1:57:07,211,1.4,232.64,0:00:00,97.88
Sunday,08/09/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,Entire Session,4615.21,198.67,198.67,25.09,1.57,35.45,3,1.18,796.49,6.27,84,198.67,34,5.6,34,35,36.36,29.16,264.86,-0.16,35,818.34,1.57,MatchDay,36,2:07:03,147,25.09,198.67,0:00:00,78.1
Sunday,08/09/2024,,ROJO ,,CENTROCAMPISTA,Entire Session,8944.21,328.03,328.03,51.76,2.65,94.15,7,0.67,1403.47,11.32,173,328.03,58,5.62,58,72,72.2,28.58,292.75,-0.05,72,1456.87,2.65,MatchDay,36,2:04:02,263,51.76,328.03,0:00:00,126.18
Sunday,08/09/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,Entire Session,10106.61,444.26,444.26,48.91,3.56,84.41,5,0.72,1693.68,13.58,186,444.26,55,5.34,55,64,81.04,27.83,353.55,-0.01,64,1769.33,3.56,MatchDay,36,2:04:44,273,48.91,444.26,0:00:00,138.17
Sunday,08/09/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,Entire Session,4087.37,337.08,337.08,47.57,7.6,78.46,4,1.22,847.86,6.81,88,337.08,44,5.38,44,37,92.12,29.02,249.22,0.01,37,869.55,7.6,MatchDay,36,2:04:32,114,47.57,337.08,0:00:00,69.21
Sunday,08/09/2024,,DAVID AMIGO,AMIGO,DELANTERO,PRIMERA PARTE,4925.08,348.76,242.95,103.41,7.09,69.67,5,0.62,924.04,18.79,98,242.95,49,5.66,49,44,100.14,29.45,150.63,0.01,44,944.53,4.94,MatchDay,36,0:49:10,143,44.78,348.76,0:00:00,64.6
Sunday,08/09/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,PRIMERA PARTE,5227.33,291.12,291.12,29.57,5.92,55.46,3,1,909.42,18.49,90,291.12,25,5.19,25,28,106.29,27.68,261.34,-0.01,28,949.3,5.92,MatchDay,36,0:49:10,111,29.57,291.12,0:00:00,77.67
Sunday,08/09/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,PRIMERA PARTE,4511.77,219.58,219.58,32.7,4.46,65.45,4,0.65,772.35,15.7,90,219.58,36,5.72,36,42,91.74,28.22,141.75,0.05,42,803.3,4.46,MatchDay,36,0:49:10,124,32.7,219.58,0:00:00,60.19
Sunday,08/09/2024,20,García Dario,Dario,CENTROCAMPISTA,PRIMERA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,36,0:49:10,0,0,0,0:00:00,0
Sunday,08/09/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,PRIMERA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,36,0:49:10,0,0,0,0:00:00,0
Sunday,08/09/2024,12, Gallar,Gallar,LATERAL DERECHO,PRIMERA PARTE,3880.43,136.92,70.54,10.07,2.78,21.35,2,1.05,610.41,12.41,69,70.54,20,4.75,20,22,78.9,26.78,195.85,-0.03,22,628.12,1.43,MatchDay,36,0:49:10,102,0,136.92,0:00:00,57
Sunday,08/09/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,PRIMERA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,36,0:49:10,0,0,0,0:00:00,0
Sunday,08/09/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,PRIMERA PARTE,4188.52,196.11,161.96,24.08,3.99,45.11,2,0.5,635.06,12.91,75,161.96,28,5.36,28,34,85.17,28.48,100.06,-0.06,34,660.15,3.29,MatchDay,36,0:49:10,120,0,196.11,0:00:00,52.16
Sunday,08/09/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,PRIMERA PARTE,4529.33,248.2,248.2,45.45,5.05,78.14,3,0.82,751.04,15.27,76,248.2,30,4.89,30,35,92.1,28.22,180.35,0.05,35,772.23,5.05,MatchDay,36,0:49:10,147,45.45,248.2,0:00:00,63.58
Sunday,08/09/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,PRIMERA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,36,0:49:10,0,0,0,0:00:00,0
Sunday,08/09/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,PRIMERA PARTE,4990.04,194.88,194.88,0.7,3.96,0,0,0.76,907.85,18.46,104,194.88,42,4.71,42,37,101.46,25.2,187.93,-0.02,37,939.1,3.96,MatchDay,36,0:49:10,152,0.7,194.88,0:00:00,69.45
Sunday,08/09/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,PRIMERA PARTE,4385.7,198.67,198.67,25.09,4.04,35.45,3,1.21,785.98,15.98,83,198.67,34,5.6,34,35,89.18,29.16,259.42,-0.16,35,807.84,4.04,MatchDay,36,0:49:10,143,25.09,198.67,0:00:00,73
Sunday,08/09/2024,,ROJO ,,CENTROCAMPISTA,PRIMERA PARTE,4978.27,214.18,214.18,35.09,4.36,65.27,5,0.69,833.1,16.94,97,214.18,36,5.62,36,38,101.23,28.58,168.03,-0.03,38,864.81,4.36,MatchDay,36,0:49:10,147,35.09,214.18,0:00:00,68.41
Sunday,08/09/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,PRIMERA PARTE,4846.82,190.99,190.99,21.26,3.88,29.47,2,0.67,829.28,16.86,87,190.99,23,5.34,23,33,98.55,27.54,159.32,-0.02,33,866.5,3.88,MatchDay,36,0:49:10,132,21.26,190.99,0:00:00,63.56
Sunday,08/09/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,PRIMERA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,36,0:49:10,0,0,0,0:00:00,0
Sunday,08/09/2024,,DAVID AMIGO,AMIGO,DELANTERO,SEGUNDA PARTE,1747.3,163.74,100.4,31.59,2.91,15.83,1,0.75,392.21,6.96,33,100.4,15,5.22,15,14,31.03,30.02,66.04,-0.03,14,402.19,1.78,MatchDay,36,0:56:19,49,14.22,163.74,0:00:00,27.19
Sunday,08/09/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,SEGUNDA PARTE,4926.33,180.4,180.4,7.15,3.2,14.9,1,1.03,645.83,11.47,73,180.4,28,5.09,28,29,87.48,26.42,245.35,0.01,29,674.86,3.2,MatchDay,36,0:56:19,110,7.15,180.4,0:00:00,73.55
Sunday,08/09/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,SEGUNDA PARTE,5262.35,415.71,415.71,123.34,7.38,163.86,6,0.67,1077.13,19.13,105,415.71,30,4.46,30,29,93.44,31.46,177.09,0.04,29,1110.63,7.38,MatchDay,36,0:56:19,134,123.34,415.71,0:00:00,72.34
Sunday,08/09/2024,20,García Dario,Dario,CENTROCAMPISTA,SEGUNDA PARTE,1593.2,99.44,57.84,2.12,6.49,0,0,1.08,306.24,5.44,36,57.84,17,6.67,17,15,103.95,25.49,84.8,0.05,15,313.08,3.77,MatchDay,36,0:56:19,46,0,99.44,0:00:00,23.61
Sunday,08/09/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,SEGUNDA PARTE,4453.36,228.82,228.82,33.33,4.3,58.64,4,0.97,695.35,12.35,73,228.82,29,4.61,29,35,83.7,28.69,207.73,-0.02,35,715.98,4.3,MatchDay,36,0:56:19,123,33.33,228.82,0:00:00,64.56
Sunday,08/09/2024,12, Gallar,Gallar,LATERAL DERECHO,SEGUNDA PARTE,4104.35,115.67,83.24,42.71,2.05,48.72,2,1.01,492.51,8.75,55,83.24,17,4.89,17,21,72.88,32.36,196.43,0.01,21,509.84,1.48,MatchDay,36,0:56:19,112,9.29,115.67,0:00:00,59.38
Sunday,08/09/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,SEGUNDA PARTE,2838.3,263.49,263.49,40.91,8.76,74,3,0.39,654.15,11.62,63,263.49,34,5.73,34,35,94.33,28.69,55.64,-0.02,35,673.69,8.76,MatchDay,36,0:56:19,101,40.91,263.49,0:00:00,34.93
Sunday,08/09/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,SEGUNDA PARTE,4391.93,173.91,154.91,55.64,3.09,62.06,3,0.45,530.25,9.42,62,154.91,23,5.38,23,24,77.99,33.16,92.37,-0.09,24,545.67,2.75,MatchDay,36,0:56:19,108,15.74,173.91,0:00:00,53.59
Sunday,08/09/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,SEGUNDA PARTE,2523.41,135.54,135.54,2.22,2.41,7.08,1,0.88,452.87,8.04,50,135.54,20,5.46,20,22,44.81,28.44,110.54,0.04,22,470.89,2.41,MatchDay,36,0:56:19,76,2.22,135.54,0:00:00,38.77
Sunday,08/09/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,SEGUNDA PARTE,3779.27,401.68,329.56,117.54,10.02,105.48,3,1.08,909.5,16.15,88,329.56,35,5.12,35,32,94.24,32.8,209.37,0.05,32,924.73,8.22,MatchDay,36,0:56:19,114,95.37,401.68,0:00:00,61.32
Sunday,08/09/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,SEGUNDA PARTE,1637.68,37.76,37.76,0.7,0.72,0,0,0.83,280.92,4.99,31,37.76,7,4.47,7,12,31.12,25.34,66.4,-0.03,12,294.68,0.72,MatchDay,36,0:56:19,56,0.7,37.76,0:00:00,25.96
Sunday,08/09/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,SEGUNDA PARTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MatchDay,36,0:56:19,0,0,0,0:00:00,0.01
Sunday,08/09/2024,,ROJO ,,CENTROCAMPISTA,SEGUNDA PARTE,3794.87,113.85,113.85,16.67,2.02,28.87,2,0.68,566.19,10.05,75,113.85,21,4.93,21,34,67.38,27.36,123.88,-0.08,34,587.5,2.02,MatchDay,36,0:56:19,114,16.67,113.85,0:00:00,54.98
Sunday,08/09/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,SEGUNDA PARTE,5000.19,253.28,253.28,27.65,4.5,54.94,3,0.78,860.37,15.28,98,253.28,32,4.75,32,31,88.79,27.83,192.68,0,31,898.79,4.5,MatchDay,36,0:56:19,138,27.65,253.28,0:00:00,70.57
Sunday,08/09/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,SEGUNDA PARTE,4051.79,337.08,337.08,47.57,8.24,78.46,4,1.23,847.86,15.05,88,337.08,44,5.38,44,37,99,29.02,249.13,0.01,37,869.55,8.24,MatchDay,36,0:56:19,114,47.57,337.08,0:00:00,68.38
